Neuron_1,Neuron_2,Neuron_3,Neuron_4,Neuron_5,Neuron_6,Neuron_7,Neuron_8,Neuron_9,Neuron_10,Label
0.0017640523459676641,0.000555962679709798,-0.001532921053430128,0.0015932736159500267,0.0006133491654036357,0.0003097238249312985,0.0020425362340170494,-0.0005148781639034627,0.0009978447558928367,0.0014170792739833396,0
0.1569899213369249,0.1574822380158892,0.15487779396446347,0.15715848652767817,0.15843346410503525,0.15585230793468124,0.15567030294444426,0.15700761836844804,0.1568498448523557,0.15703349285741625,0
0.31029479937297466,0.30889374656474367,0.3093621964478246,0.3092015743432797,0.30958715237108475,0.30777914150564567,0.3094307314180839,0.3072672286301098,0.31024112700434126,0.3092390886833916,0
1.3350869539860901,-0.24614609734092918,1.1808930954057333,0.7094436175778756,0.2794698570406089,1.1480117513987977,0.5797500522959304,-0.05075994728268496,-0.24098269020706053,0.5411133779117752,1
0.42057176335117213,0.6935265677648446,0.8339672489547005,0.3324473341098594,0.4055854048199311,0.9294293297351017,-0.01113195190054228,0.45968391150108945,0.5828300307111975,-0.3149605517087546,1
0.7066852010066279,0.7078639588332087,0.7069586198505139,0.70726874517481,0.7083696136308253,0.7084868688168484,0.7074008405391273,0.7091663053892806,0.7068799503443653,0.7093364891993825,0
1.7778940188981092,0.613033304968637,0.674776631357111,-0.6165073039224243,0.5531213896943072,0.3470391262159398,0.9053437858320125,2.1445567391102154,0.7227873461955903,-0.5256838360520767,1
0.00451670640940538,0.743200930811344,0.9825828138102753,1.0325261993547143,1.4114464245810818,0.863972106136772,0.19927851311347455,1.0473250691920222,0.5339998112959339,0.6628927183187077,2
0.9513412558313832,0.9513951506130292,0.9521480602378201,0.9499138584387781,0.9523121399011898,0.9511632367437438,0.9514817074230477,0.9497886476574784,0.9502921392712417,0.9512973616072398,0
1.7992146924319816,0.51496422167953,-0.5213962776116825,0.5901657698388367,1.608090275680858,0.012136604934281592,1.522112044737593,-0.03605573049865607,1.6607349062460761,3.8553654505243906,2
0.5202388957939368,0.582853329093899,0.9582895663766507,0.024199491522747585,1.062762790968071,1.9471819766410188,-0.6441071651342055,1.5978654107876178,-0.8010417965523318,-0.5483144688322306,2
1.4410457081138826,0.6296641459450679,1.356874041786508,1.4044582035898023,1.4767850893744425,2.6126415720033127,0.2469184694707749,1.1358406804071233,3.1637401424033476,1.252332651492224,2
0.9512327950252586,0.9506333165673497,0.9511153885755649,0.950475932299194,0.9506239214901173,0.950604694567214,0.9503996848245504,0.9526407112172546,0.9505849779248761,0.9479703333880035,0
0.8901983458383987,0.8916400755669348,0.8907655674885139,0.8885931792685379,0.8881361374247362,0.8879066963945693,0.8893342468162209,0.890664152968933,0.8900471891750481,0.889472849600495,0
